solver,score,time_s,valid,landmarks_visited,total_duration,optimality_gap_pct,error,instance,group,n_landmarks,time_budget,run_id
Genetic-Score,240.0,63.0591067999776,True,10,1235.007510467215,35.14,,c107,Solomon-100,100,1236,1
GRASP,380.0,15.648530500009656,True,11,1220.0321924995878,0.0,,c109,Solomon-100,100,1236,1
SA-Boltzmann,320.0,0.12369480001507327,True,9,1122.0395130732077,15.79,,c109,Solomon-100,100,1236,1
SA-Boltzmann,320.0,0.20185549999587238,True,9,1122.0395130732077,15.79,,c109,Solomon-100,100,1236,0
SA-Boltzmann,320.0,0.13821219999226741,True,9,1122.0395130732077,15.79,,c109,Solomon-100,100,1236,2
SA-Boltzmann,320.0,0.15999879999435507,True,9,1122.0395130732077,15.79,,c109,Solomon-100,100,1236,3
SA-Boltzmann,320.0,0.17566780000925064,True,9,1122.0395130732077,15.79,,c109,Solomon-100,100,1236,4
SA-Cauchy,320.0,0.1584924999915529,True,9,1122.0395130732077,15.79,,c109,Solomon-100,100,1236,0
SA-Cauchy,320.0,0.13733870000578463,True,9,1122.0395130732077,15.79,,c109,Solomon-100,100,1236,2
SA-Cauchy,330.0,0.15711970001575537,True,10,1208.819927181726,13.16,,c109,Solomon-100,100,1236,1
SA-Cauchy,330.0,0.14960280002560467,True,10,1149.2878006641026,13.16,,c109,Solomon-100,100,1236,3
SA-Cauchy,320.0,0.15498950000619516,True,9,1122.0395130732077,15.79,,c109,Solomon-100,100,1236,4
Tabu,380.0,1.3395056000154,True,11,1235.1315611029893,0.0,,c109,Solomon-100,100,1236,1
Tabu,380.0,1.3614605000184383,True,11,1235.1315611029893,0.0,,c109,Solomon-100,100,1236,0
Tabu,380.0,1.3492453999933787,True,11,1235.2499362764443,0.0,,c109,Solomon-100,100,1236,2
Tabu,380.0,1.3612691000162158,True,11,1234.9114263436009,0.0,,c109,Solomon-100,100,1236,3
GRASP,380.0,13.846942200005287,True,11,1211.631338606523,0.0,,c109,Solomon-100,100,1236,2
Genetic-Score,260.0,63.42345820000628,True,10,1234.8608518292772,29.73,,c107,Solomon-100,100,1236,4
Tabu,380.0,1.443853799981298,True,11,1234.9114263436009,0.0,,c109,Solomon-100,100,1236,4
GRASP,380.0,14.611340900009964,True,11,1222.271453521179,0.0,,c109,Solomon-100,100,1236,3
Genetic-Score,210.0,69.0309221999778,True,10,1234.9446033328006,43.24,,c107,Solomon-100,100,1236,3
GRASP,380.0,14.69766060000984,True,11,1232.8922574556777,0.0,,c109,Solomon-100,100,1236,4
Genetic-Score,180.0,41.43031480000354,True,9,1235.7548760390373,51.35,,c108,Solomon-100,100,1236,1
Genetic-Tailored,370.0,13.0964598999999,True,10,1146.886387691925,2.63,,c109,Solomon-100,100,1236,4
Genetic-Tailored,380.0,15.551576900004875,True,11,1200.2143482234305,0.0,,c109,Solomon-100,100,1236,1
Genetic-Tailored,380.0,17.31901399997878,True,11,1200.2143482234305,0.0,,c109,Solomon-100,100,1236,0
Greedy-Score,95.0,0.0092927000077907,True,3,228.768495053557,52.02,,r101,Solomon-100,100,230,0
Greedy-Ratio,97.0,0.010480400000233203,True,4,228.768495053557,51.01,,r101,Solomon-100,100,230,0
Genetic-Tailored,380.0,17.11127470000065,True,11,1214.5563567027516,0.0,,c109,Solomon-100,100,1236,3
GRASP,182.0,2.3813245000201277,True,7,227.9444212456232,8.08,,r101,Solomon-100,100,230,0
Genetic-Tailored,380.0,19.789324900018983,True,11,1203.6844648243687,0.0,,c109,Solomon-100,100,1236,2
GRASP,182.0,2.867480799992336,True,7,227.9444212456232,8.08,,r101,Solomon-100,100,230,1
Genetic-Score,240.0,53.699463500001,True,10,1235.693868193197,35.14,,c108,Solomon-100,100,1236,2
SA-Boltzmann,101.0,0.11288110000896268,True,5,208.6977156035922,48.99,,r101,Solomon-100,100,230,0
SA-Boltzmann,113.0,0.14344149999669753,True,6,223.10185316294758,42.93,,r101,Solomon-100,100,230,1
SA-Boltzmann,147.0,0.12621660000877455,True,7,228.768495053557,25.76,,r101,Solomon-100,100,230,2
SA-Boltzmann,100.0,0.13258639999548905,True,6,214.11412346859095,49.49,,r101,Solomon-100,100,230,3
SA-Boltzmann,95.0,0.12824759999057278,True,3,228.768495053557,52.02,,r101,Solomon-100,100,230,4
GRASP,182.0,2.707901399990078,True,7,227.9444212456232,8.08,,r101,Solomon-100,100,230,2
SA-Cauchy,154.0,0.11575230001471937,True,6,209.37353806008852,22.22,,r101,Solomon-100,100,230,0
SA-Cauchy,105.0,0.11418219999177381,True,6,219.0553851381374,46.97,,r101,Solomon-100,100,230,1
SA-Cauchy,130.0,0.11173819997929968,True,5,228.768495053557,34.34,,r101,Solomon-100,100,230,3
SA-Cauchy,115.0,0.17435839999234304,True,4,228.768495053557,41.92,,r101,Solomon-100,100,230,2
SA-Cauchy,171.0,0.11561209999490529,True,7,228.768495053557,13.64,,r101,Solomon-100,100,230,4
Tabu,171.0,0.7961294999986421,True,7,218.2484567313166,13.64,,r101,Solomon-100,100,230,1
Tabu,182.0,0.9641967999923509,True,8,218.2484567313166,8.08,,r101,Solomon-100,100,230,0
GRASP,182.0,2.9076467000122648,True,7,227.9444212456232,8.08,,r101,Solomon-100,100,230,3
GRASP,182.0,2.9045767999778036,True,7,227.9444212456232,8.08,,r101,Solomon-100,100,230,4
Tabu,171.0,0.9205905999988317,True,7,218.2484567313166,13.64,,r101,Solomon-100,100,230,2
Tabu,182.0,1.0681831999972928,True,8,218.2484567313166,8.08,,r101,Solomon-100,100,230,3
Tabu,181.0,0.8505792999931145,True,8,218.2484567313166,8.59,,r101,Solomon-100,100,230,4
Genetic-Tailored,158.0,4.34932830001344,True,7,222.39237871101543,20.2,,r101,Solomon-100,100,230,1
Genetic-Tailored,188.0,5.694161199993687,True,8,227.41856028932523,5.05,,r101,Solomon-100,100,230,3
Genetic-Tailored,198.0,6.10486629998195,True,9,226.5190987163184,0.0,,r101,Solomon-100,100,230,2
Genetic-Tailored,198.0,6.534961900004419,True,9,226.5190987163184,0.0,,r101,Solomon-100,100,230,0
Genetic-Score,270.0,63.737943400017684,True,10,1234.8140273454123,27.03,,c108,Solomon-100,100,1236,3
Genetic-Tailored,198.0,5.721006699983263,True,9,226.5190987163184,0.0,,r101,Solomon-100,100,230,4
Genetic-Score,190.0,67.44139569997787,True,10,1235.4883697785745,48.65,,c108,Solomon-100,100,1236,0
Greedy-Score,168.0,0.00827930000377819,True,5,227.95141200295714,41.26,,r102,Solomon-100,100,230,0
Greedy-Ratio,186.0,0.008755899994866922,True,7,228.80449381476487,34.97,,r102,Solomon-100,100,230,0
Genetic-Score,69.0,10.199789100006456,True,5,228.2178009208009,65.15,,r101,Solomon-100,100,230,1
Genetic-Score,114.0,10.427963900001487,True,5,228.06251316695318,42.42,,r101,Solomon-100,100,230,2
GRASP,286.0,11.904957099992316,True,11,228.24917803279357,0.0,,r102,Solomon-100,100,230,0
Genetic-Score,114.0,16.7196025000012,True,6,228.3453105926933,42.42,,r101,Solomon-100,100,230,0
Genetic-Score,109.0,16.123669400025392,True,5,228.768495053557,44.95,,r101,Solomon-100,100,230,3
SA-Boltzmann,168.0,0.09024140000110492,True,5,227.95141200295714,41.26,,r102,Solomon-100,100,230,0
SA-Boltzmann,168.0,0.10620880001806654,True,5,227.95141200295714,41.26,,r102,Solomon-100,100,230,1
SA-Boltzmann,190.0,0.11568040002021007,True,9,226.76317324830418,33.57,,r102,Solomon-100,100,230,2
SA-Boltzmann,178.0,0.1071315000008326,True,10,224.05695826267473,37.76,,r102,Solomon-100,100,230,3
SA-Boltzmann,168.0,0.09478869999293238,True,5,227.95141200295714,41.26,,r102,Solomon-100,100,230,4
SA-Cauchy,201.0,0.11729380002361722,True,8,228.08750923470762,29.72,,r102,Solomon-100,100,230,0
SA-Cauchy,168.0,0.08311200002208352,True,5,227.95141200295714,41.26,,r102,Solomon-100,100,230,1
SA-Cauchy,177.0,0.10068399997544475,True,9,227.5591490032571,38.11,,r102,Solomon-100,100,230,2
SA-Cauchy,198.0,0.12076530000194907,True,8,225.0650061496194,30.77,,r102,Solomon-100,100,230,3
SA-Cauchy,199.0,0.13438199998927303,True,9,226.63897976102623,30.42,,r102,Solomon-100,100,230,4
GRASP,286.0,10.30919509998057,True,11,228.24917803279357,0.0,,r102,Solomon-100,100,230,1
Tabu,263.0,1.13338990000193,True,11,228.74610190050512,8.04,,r102,Solomon-100,100,230,0
Tabu,281.0,1.147245300002396,True,11,228.80449381476487,1.75,,r102,Solomon-100,100,230,1
GRASP,286.0,12.007551200018497,True,11,228.24917803279357,0.0,,r102,Solomon-100,100,230,2
Tabu,267.0,1.0764497999916784,True,10,228.5855983241098,6.64,,r102,Solomon-100,100,230,3
Tabu,264.0,1.2613191999844275,True,12,228.66313304337697,7.69,,r102,Solomon-100,100,230,2
Genetic-Score,260.0,45.190383099979954,True,10,1235.0844992492339,31.58,,c109,Solomon-100,100,1236,1
Tabu,286.0,1.266818100004457,True,11,228.24917803279357,0.0,,r102,Solomon-100,100,230,4
Genetic-Score,114.0,20.963377399981255,True,6,228.8442692206507,42.42,,r101,Solomon-100,100,230,4
GRASP,286.0,11.579902700003004,True,11,228.24917803279357,0.0,,r102,Solomon-100,100,230,4
GRASP,286.0,12.175510100001702,True,11,228.24917803279357,0.0,,r102,Solomon-100,100,230,3
Genetic-Tailored,277.0,9.05299989998457,True,10,225.5918329219947,3.15,,r102,Solomon-100,100,230,0
Genetic-Tailored,277.0,9.287970000004862,True,10,228.5855983241098,3.15,,r102,Solomon-100,100,230,4
Genetic-Tailored,261.0,12.863235900003929,True,10,228.25050427388447,8.74,,r102,Solomon-100,100,230,1
Genetic-Score,220.0,95.8239859000023,True,10,1234.721371917641,40.54,,c108,Solomon-100,100,1236,4
Greedy-Score,168.0,0.008644599991384894,True,5,227.95141200295714,42.66,,r103,Solomon-100,100,230,0
Greedy-Ratio,93.0,0.007569100009277463,True,5,223.32455532033677,68.26,,r103,Solomon-100,100,230,0
Genetic-Tailored,264.0,15.507667300000321,True,11,224.36361594522648,7.69,,r102,Solomon-100,100,230,2
Genetic-Tailored,281.0,16.276021800003946,True,11,227.02838847379692,1.75,,r102,Solomon-100,100,230,3
GRASP,288.0,9.364638600003673,True,10,228.5855983241098,1.71,,r103,Solomon-100,100,230,0
GRASP,288.0,7.913970099994913,True,10,228.5855983241098,1.71,,r103,Solomon-100,100,230,1
GRASP,288.0,10.336528599989833,True,10,228.5855983241098,1.71,,r103,Solomon-100,100,230,2
SA-Boltzmann,188.0,0.10984110002755187,True,7,229.51269774726424,35.84,,r103,Solomon-100,100,230,0
SA-Boltzmann,168.0,0.12871099999756552,True,5,227.95141200295714,42.66,,r103,Solomon-100,100,230,1
SA-Boltzmann,179.0,0.11994330000015907,True,10,221.4309545893509,38.91,,r103,Solomon-100,100,230,2
SA-Boltzmann,168.0,0.10902669999632053,True,5,227.95141200295714,42.66,,r103,Solomon-100,100,230,3
SA-Boltzmann,168.0,0.11892730000545271,True,5,227.95141200295714,42.66,,r103,Solomon-100,100,230,4
SA-Cauchy,211.0,0.15496499999426305,True,8,228.51635781546386,27.99,,r103,Solomon-100,100,230,0
SA-Cauchy,216.0,0.13732050001272,True,8,219.0553851381374,26.28,,r103,Solomon-100,100,230,1
SA-Cauchy,179.0,0.13489870002376847,True,7,218.590241735595,38.91,,r103,Solomon-100,100,230,2
SA-Cauchy,207.0,0.1231238000036683,True,8,223.5742763236869,29.35,,r103,Solomon-100,100,230,3
SA-Cauchy,168.0,0.11889659997541457,True,5,227.95141200295714,42.66,,r103,Solomon-100,100,230,4
Genetic-Score,210.0,66.59379670000635,True,10,1235.7014236998268,44.74,,c109,Solomon-100,100,1236,4
Tabu,290.0,1.3254423000034876,True,11,228.96389069931442,1.02,,r103,Solomon-100,100,230,0
Tabu,293.0,1.2777047000126913,True,11,228.4300484670419,0.0,,r103,Solomon-100,100,230,1
Tabu,291.0,1.3643521000049077,True,11,228.25444478765962,0.68,,r103,Solomon-100,100,230,2
GRASP,288.0,7.902555599983316,True,10,228.5855983241098,1.71,,r103,Solomon-100,100,230,4
Tabu,266.0,1.2309023000125308,True,11,225.69049661395022,9.22,,r103,Solomon-100,100,230,3
Tabu,265.0,1.3040609999734443,True,11,225.19778316131774,9.56,,r103,Solomon-100,100,230,4
GRASP,288.0,9.729901399987284,True,10,228.5855983241098,1.71,,r103,Solomon-100,100,230,3
Genetic-Tailored,263.0,9.078127900022082,True,10,227.32871291150988,10.24,,r103,Solomon-100,100,230,1
Genetic-Score,200.0,86.47828469998785,True,10,1235.74855342326,47.37,,c109,Solomon-100,100,1236,2
Genetic-Score,159.0,33.3099887999997,True,7,229.97270397230199,44.41,,r102,Solomon-100,100,230,2
Genetic-Tailored,293.0,15.143353199993726,True,11,228.4300484670419,0.0,,r103,Solomon-100,100,230,3
Genetic-Score,240.0,97.21843610002543,True,10,1235.6600573686364,36.84,,c109,Solomon-100,100,1236,0
Genetic-Score,143.0,44.40003310001339,True,8,229.8709484448717,50.0,,r102,Solomon-100,100,230,1
Genetic-Score,240.0,87.83269169999403,True,10,1235.4449897920827,36.84,,c109,Solomon-100,100,1236,3
Greedy-Score,171.0,0.008008400007383898,True,5,224.59160167906649,40.21,,r104,Solomon-100,100,230,0
Greedy-Ratio,128.0,0.008655999990878627,True,7,219.0553851381374,55.24,,r104,Solomon-100,100,230,0
Genetic-Tailored,276.0,19.002664800005732,True,11,228.5855983241098,5.8,,r103,Solomon-100,100,230,2
Genetic-Score,201.0,39.448102900001686,True,9,229.9289286853004,29.72,,r102,Solomon-100,100,230,4
Genetic-Tailored,281.0,21.530838100006804,True,11,226.8378727302274,4.1,,r103,Solomon-100,100,230,0
Genetic-Tailored,270.0,12.688723800005391,True,10,229.8660687473185,7.85,,r103,Solomon-100,100,230,4
Genetic-Score,207.0,55.501450800016755,True,10,229.56267201478656,27.62,,r102,Solomon-100,100,230,0
SA-Boltzmann,171.0,0.10795779997715726,True,5,224.59160167906649,40.21,,r104,Solomon-100,100,230,0
SA-Boltzmann,190.0,0.10178479997557588,True,6,225.66827675596758,33.57,,r104,Solomon-100,100,230,1
SA-Boltzmann,171.0,0.10321149998344481,True,5,224.59160167906649,40.21,,r104,Solomon-100,100,230,2
SA-Boltzmann,171.0,0.09832369998912327,True,5,224.59160167906649,40.21,,r104,Solomon-100,100,230,3
SA-Boltzmann,171.0,0.09900190000189468,True,5,224.59160167906649,40.21,,r104,Solomon-100,100,230,4
SA-Cauchy,183.0,0.12037260000943206,True,7,226.9561361652622,36.01,,r104,Solomon-100,100,230,0
SA-Cauchy,182.0,0.0886068000108935,True,6,222.6584871857526,36.36,,r104,Solomon-100,100,230,1
SA-Cauchy,202.0,0.10816570001770742,True,9,220.00316697366108,29.37,,r104,Solomon-100,100,230,2
SA-Cauchy,197.0,0.1033430999959819,True,6,219.56233277023512,31.12,,r104,Solomon-100,100,230,3
SA-Cauchy,179.0,0.09296600002562627,True,7,225.09676690578235,37.41,,r104,Solomon-100,100,230,4
GRASP,288.0,12.763420000002952,True,10,228.36943857820046,0.0,,r104,Solomon-100,100,230,0
Tabu,299.0,1.4329697999928612,True,13,226.8701386408043,0.0,,r104,Solomon-100,100,230,0
Tabu,298.0,1.226606799988076,True,12,225.65985701164536,0.0,,r104,Solomon-100,100,230,1
Tabu,283.0,1.2876445000001695,True,12,228.30270124726798,1.05,,r104,Solomon-100,100,230,2
GRASP,294.0,13.591175799985649,True,12,228.5237474631338,0.0,,r104,Solomon-100,100,230,1
Tabu,267.0,1.1983043000218458,True,10,228.16567493649276,6.64,,r104,Solomon-100,100,230,3
Tabu,282.0,1.2486766000220086,True,10,223.57438730451864,1.4,,r104,Solomon-100,100,230,4
GRASP,284.0,13.911645599990152,True,10,220.89982180029384,0.7,,r104,Solomon-100,100,230,3
GRASP,297.0,13.471149899996817,True,11,227.34910704586878,0.0,,r104,Solomon-100,100,230,4
Genetic-Score,189.0,56.19681210000999,True,10,228.91333049272416,33.92,,r102,Solomon-100,100,230,3
GRASP,297.0,15.572302000015043,True,11,228.31859724189576,0.0,,r104,Solomon-100,100,230,2
Genetic-Tailored,287.0,14.103286099998513,True,12,221.54903600302308,0.0,,r104,Solomon-100,100,230,0
Genetic-Tailored,280.0,12.764040400012163,True,11,226.09398591537445,2.1,,r104,Solomon-100,100,230,4
Genetic-Tailored,298.0,15.208920200006105,True,11,227.7593049569028,0.0,,r104,Solomon-100,100,230,2
Genetic-Tailored,289.0,16.259444499999518,True,11,228.22990313750213,0.0,,r104,Solomon-100,100,230,3
Greedy-Score,99.0,0.00884080000105314,True,3,223.69138203797237,59.92,,r105,Solomon-100,100,230,0
Greedy-Ratio,88.0,0.00713990000076592,True,5,214.40591953609157,64.37,,r105,Solomon-100,100,230,0
GRASP,219.0,5.10819050000282,True,8,228.9099437442438,11.34,,r105,Solomon-100,100,230,0
Genetic-Tailored,291.0,23.456500800006324,True,12,227.59143094690063,0.0,,r104,Solomon-100,100,230,1
GRASP,229.0,4.952683700015768,True,9,228.9099437442438,7.29,,r105,Solomon-100,100,230,1
GRASP,217.0,4.768586899997899,True,8,228.208753963355,12.15,,r105,Solomon-100,100,230,2
Genetic-Score,193.0,48.808813400013605,True,10,229.68433226692892,34.13,,r103,Solomon-100,100,230,2
SA-Boltzmann,140.0,0.13717959998757578,True,7,212.6627902947606,43.32,,r105,Solomon-100,100,230,0
SA-Boltzmann,99.0,0.12262449998524971,True,3,223.69138203797237,59.92,,r105,Solomon-100,100,230,1
SA-Boltzmann,132.0,0.10287639999296516,True,5,223.69138203797237,46.56,,r105,Solomon-100,100,230,2
SA-Boltzmann,157.0,0.1314023000013549,True,8,214.40591953609157,36.44,,r105,Solomon-100,100,230,3
SA-Boltzmann,112.0,0.10874110000440851,True,4,223.69138203797237,54.66,,r105,Solomon-100,100,230,4
SA-Cauchy,157.0,0.13199059999897145,True,6,228.9099437442438,36.44,,r105,Solomon-100,100,230,0
SA-Cauchy,136.0,0.12570139998570085,True,6,223.69138203797237,44.94,,r105,Solomon-100,100,230,1
SA-Cauchy,145.0,0.17973560001701117,True,6,225.30984738287222,41.3,,r105,Solomon-100,100,230,2
SA-Cauchy,137.0,0.17743759998120368,True,7,224.1582816542561,44.53,,r105,Solomon-100,100,230,3
GRASP,211.0,4.907228199997917,True,8,227.26582981636017,14.57,,r105,Solomon-100,100,230,3
SA-Cauchy,121.0,0.1159378000011202,True,5,223.69138203797237,51.01,,r105,Solomon-100,100,230,4
GRASP,219.0,5.0486230999813415,True,8,228.9099437442438,11.34,,r105,Solomon-100,100,230,4
Tabu,247.0,1.1076925999950618,True,11,228.47071086292686,0.0,,r105,Solomon-100,100,230,0
Tabu,240.0,1.2536141000164207,True,11,228.25222889069863,2.83,,r105,Solomon-100,100,230,1
Tabu,236.0,1.0788517000037245,True,10,218.20774999320452,4.45,,r105,Solomon-100,100,230,2
Tabu,247.0,1.0792420000070706,True,11,228.47071086292686,0.0,,r105,Solomon-100,100,230,3
Tabu,239.0,1.1018928000121377,True,11,218.20774999320452,3.24,,r105,Solomon-100,100,230,4
Genetic-Tailored,227.0,8.051501200010534,True,8,227.482796281075,8.1,,r105,Solomon-100,100,230,0
Genetic-Tailored,240.0,7.575133799982723,True,10,227.37214754315661,2.83,,r105,Solomon-100,100,230,2
Genetic-Score,218.0,62.64889350000885,True,10,229.93979397073156,25.6,,r103,Solomon-100,100,230,3
Genetic-Tailored,240.0,11.11789759999374,True,12,228.48604671610929,2.83,,r105,Solomon-100,100,230,1
Genetic-Score,233.0,62.46206799999345,True,11,229.9785716643429,20.48,,r103,Solomon-100,100,230,4
Genetic-Score,192.0,33.00065800000448,True,10,229.90179944310586,32.87,,r104,Solomon-100,100,230,2
Genetic-Score,176.0,44.64333149997401,True,9,229.9315654167716,38.46,,r104,Solomon-100,100,230,1
Genetic-Tailored,187.0,5.192030200007139,True,8,227.55526063573583,24.29,,r105,Solomon-100,100,230,3
Greedy-Score,168.0,0.009096499998122454,True,5,217.95141200295714,42.66,,r106,Solomon-100,100,230,0
Greedy-Ratio,110.0,0.00971350001054816,True,6,222.5759630197012,62.46,,r106,Solomon-100,100,230,0
Genetic-Score,169.0,71.0748815999832,True,11,229.16949024283517,42.32,,r103,Solomon-100,100,230,1
Genetic-Tailored,247.0,9.754538999986835,True,11,228.47071086292686,0.0,,r105,Solomon-100,100,230,4
Genetic-Score,131.0,13.8909629000118,True,7,228.74108176937443,46.96,,r105,Solomon-100,100,230,0
GRASP,293.0,11.909720299998298,True,11,229.1868472448359,0.0,,r106,Solomon-100,100,230,1
GRASP,293.0,12.870776800002204,True,11,229.1868472448359,0.0,,r106,Solomon-100,100,230,0
SA-Boltzmann,168.0,0.08960470001329668,True,5,217.95141200295714,42.66,,r106,Solomon-100,100,230,0
SA-Boltzmann,168.0,0.11093280001659878,True,5,217.95141200295714,42.66,,r106,Solomon-100,100,230,1
SA-Boltzmann,168.0,0.09502169999177568,True,5,217.95141200295714,42.66,,r106,Solomon-100,100,230,2
SA-Boltzmann,168.0,0.09971089998725802,True,5,217.95141200295714,42.66,,r106,Solomon-100,100,230,3
SA-Boltzmann,193.0,0.09537590001127683,True,10,228.81812698723368,34.13,,r106,Solomon-100,100,230,4
SA-Cauchy,215.0,0.11796170001616701,True,8,229.02692857723815,26.62,,r106,Solomon-100,100,230,0
SA-Cauchy,218.0,0.11604920000536367,True,9,223.094636288226,25.6,,r106,Solomon-100,100,230,1
SA-Cauchy,205.0,0.09306350001133978,True,7,225.56900714484752,30.03,,r106,Solomon-100,100,230,2
SA-Cauchy,223.0,0.10904670000309125,True,9,227.91262304370142,23.89,,r106,Solomon-100,100,230,3
SA-Cauchy,227.0,0.11368070001481101,True,9,224.80386786989658,22.53,,r106,Solomon-100,100,230,4
Genetic-Score,84.0,15.04559509997489,True,6,228.94014115537615,65.99,,r105,Solomon-100,100,230,2
Tabu,278.0,1.2095412000198849,True,11,228.4254687037989,5.12,,r106,Solomon-100,100,230,0
Tabu,282.0,1.1587096999865025,True,11,228.0502457404911,3.75,,r106,Solomon-100,100,230,1
Tabu,281.0,1.2105041999893729,True,10,228.32964387905741,4.1,,r106,Solomon-100,100,230,2
Tabu,279.0,1.3457809000101406,True,12,229.53929793843236,4.78,,r106,Solomon-100,100,230,3
GRASP,275.0,12.55517440001131,True,10,229.16977028588067,6.14,,r106,Solomon-100,100,230,2
Tabu,287.0,1.2222729999921285,True,11,228.83237672738431,2.05,,r106,Solomon-100,100,230,4
Genetic-Score,100.0,21.53132929999265,True,7,229.13397209892884,59.51,,r105,Solomon-100,100,230,1
Genetic-Score,72.0,25.48329659999581,True,6,229.02055977221107,70.85,,r105,Solomon-100,100,230,3
GRASP,273.0,13.167266599979484,True,10,224.61883557481994,6.83,,r106,Solomon-100,100,230,3
Genetic-Score,216.0,58.64584569999715,True,11,229.85227963041967,24.48,,r104,Solomon-100,100,230,3
GRASP,286.0,13.981832899997244,True,11,221.48732571956225,2.39,,r106,Solomon-100,100,230,4
Genetic-Tailored,277.0,8.425593299994944,True,11,229.4814900705596,5.46,,r106,Solomon-100,100,230,3
Genetic-Tailored,281.0,14.617465699993772,True,10,228.32964387905741,4.1,,r106,Solomon-100,100,230,0
Genetic-Tailored,275.0,14.704411499988055,True,10,227.61006348903445,6.14,,r106,Solomon-100,100,230,2
Greedy-Score,168.0,0.008896799990907311,True,5,217.95141200295714,43.81,,r107,Solomon-100,100,230,0
Greedy-Ratio,110.0,0.008217899972805753,True,6,222.5759630197012,63.21,,r107,Solomon-100,100,230,0
Genetic-Tailored,279.0,15.401192099991022,True,11,228.2883583020221,4.78,,r106,Solomon-100,100,230,1
Genetic-Score,216.0,79.01901370001724,True,11,229.61081742694992,24.48,,r104,Solomon-100,100,230,0
Genetic-Score,84.0,37.020118699991144,True,6,228.92690671721078,65.99,,r105,Solomon-100,100,230,4
Genetic-Tailored,277.0,12.212508500000695,True,11,229.35508268863126,5.46,,r106,Solomon-100,100,230,4
Genetic-Score,216.0,109.12433510000119,True,11,229.94457706223972,26.28,,r103,Solomon-100,100,230,0
SA-Boltzmann,168.0,0.11002550000557676,True,5,217.95141200295714,43.81,,r107,Solomon-100,100,230,0
SA-Boltzmann,168.0,0.0866391999879852,True,5,217.95141200295714,43.81,,r107,Solomon-100,100,230,1
SA-Boltzmann,168.0,0.09260150001500733,True,5,217.95141200295714,43.81,,r107,Solomon-100,100,230,2
SA-Boltzmann,183.0,0.10348809999413788,True,6,220.7891941926383,38.8,,r107,Solomon-100,100,230,3
SA-Boltzmann,168.0,0.12427000000025146,True,5,217.95141200295714,43.81,,r107,Solomon-100,100,230,4
SA-Cauchy,190.0,0.09455700000398792,True,7,225.33241591509125,36.45,,r107,Solomon-100,100,230,0
SA-Cauchy,203.0,0.10349329997552559,True,7,214.6935284080649,32.11,,r107,Solomon-100,100,230,1
SA-Cauchy,207.0,0.09466319999773987,True,7,226.34460654208704,30.77,,r107,Solomon-100,100,230,2
SA-Cauchy,204.0,0.12234860000899062,True,7,224.79174398777963,31.77,,r107,Solomon-100,100,230,3
SA-Cauchy,196.0,0.11254160001408309,True,8,224.08861230086706,34.45,,r107,Solomon-100,100,230,4
Tabu,290.0,1.1544616999744903,True,11,226.8485312444345,3.01,,r107,Solomon-100,100,230,0
Tabu,289.0,1.3229641999932937,True,11,225.72161208428156,3.34,,r107,Solomon-100,100,230,1
Tabu,282.0,1.2533669999975245,True,12,228.32373206058767,5.69,,r107,Solomon-100,100,230,2
GRASP,286.0,10.723456900013844,True,10,222.31016575254674,4.35,,r107,Solomon-100,100,230,0
Tabu,293.0,1.2166173000005074,True,11,228.5924559516842,2.01,,r107,Solomon-100,100,230,3
Tabu,272.0,1.1603499999910127,True,12,228.57979779168713,9.03,,r107,Solomon-100,100,230,4
GRASP,289.0,12.195465700002387,True,10,228.31016575254674,3.34,,r107,Solomon-100,100,230,2
GRASP,289.0,13.790551900019636,True,10,228.31016575254674,3.34,,r107,Solomon-100,100,230,1
GRASP,286.0,10.795016599993687,True,10,222.31016575254674,4.35,,r107,Solomon-100,100,230,4
GRASP,289.0,13.168733099999372,True,10,228.31016575254674,3.34,,r107,Solomon-100,100,230,3
Genetic-Score,175.0,23.36681119998684,True,9,229.8432241177645,40.27,,r106,Solomon-100,100,230,3
Genetic-Score,209.0,86.55980059999274,True,11,229.9422412390896,26.92,,r104,Solomon-100,100,230,4
Genetic-Tailored,278.0,8.726752899994608,True,11,229.69693780421468,7.02,,r107,Solomon-100,100,230,4
Genetic-Tailored,285.0,12.160972100013169,True,12,228.75386013293158,4.68,,r107,Solomon-100,100,230,2
Genetic-Tailored,286.0,11.00618569998187,True,10,222.31016575254674,4.35,,r107,Solomon-100,100,230,3
Greedy-Score,171.0,0.007980700000189245,True,5,224.59160167906649,41.84,,r108,Solomon-100,100,230,0
Greedy-Ratio,155.0,0.009124200005317107,True,8,222.09147019991318,47.28,,r108,Solomon-100,100,230,0
Genetic-Tailored,279.0,18.087864800007083,True,11,228.16615541441223,6.69,,r107,Solomon-100,100,230,1
Genetic-Tailored,291.0,22.222946499998216,True,12,225.73991215569114,2.68,,r107,Solomon-100,100,230,0
GRASP,285.0,13.47317730000941,True,10,225.24646107423132,3.06,,r108,Solomon-100,100,230,0
GRASP,295.0,12.036042599997018,True,11,225.36029857057375,0.0,,r108,Solomon-100,100,230,1
Genetic-Score,206.0,47.410430899995845,True,10,229.92401267227697,29.69,,r106,Solomon-100,100,230,4
SA-Boltzmann,191.0,0.12973410001723096,True,9,229.0622440584089,35.03,,r108,Solomon-100,100,230,0
SA-Boltzmann,171.0,0.11186130001442507,True,5,224.59160167906649,41.84,,r108,Solomon-100,100,230,1
