solver,score,time_s,valid,landmarks_visited,total_duration,optimality_gap_pct,timed_out,error,instance,group,n_landmarks,time_budget,run_id
Tabu-Random,320.0,2.595702000078745,True,9,1092.219918998016,13.51,False,,c107,Solomon-100,100,1236,0
GRASP,350.0,20.378049800056033,True,11,1207.6827015129516,5.41,False,,c107,Solomon-100,100,1236,2
GRASP,350.0,20.207021499983966,True,11,1218.3500688118752,5.41,False,,c107,Solomon-100,100,1236,3
Genetic-Score,420.0,164.10083280003164,True,11,1225.66300179967,0.0,False,,c104,Solomon-100,100,1236,2
Tabu-Random,320.0,2.6144383000209928,True,8,954.1368856086015,13.51,False,,c107,Solomon-100,100,1236,1
Tabu-Random,320.0,2.6179561000317335,True,9,1072.9192960820637,13.51,False,,c107,Solomon-100,100,1236,2
Tabu-Random,320.0,2.582431299961172,True,8,954.1368856086015,13.51,False,,c107,Solomon-100,100,1236,3
Tabu-Random,330.0,2.7370736999437213,True,9,1048.8113883008418,10.81,False,,c107,Solomon-100,100,1236,4
GRASP,350.0,20.699075200012885,True,11,1217.638552348551,5.41,False,,c107,Solomon-100,100,1236,4
Genetic-Tailored,340.0,14.984339199960232,True,10,1180.4196583484008,8.11,False,,c107,Solomon-100,100,1236,0
Genetic-Tailored,370.0,18.57719049998559,True,11,1222.8137018123052,0.0,False,,c107,Solomon-100,100,1236,3
Genetic-Tailored,350.0,28.083411799976602,True,10,1126.8133151789561,5.41,False,,c107,Solomon-100,100,1236,1
Genetic-Score,420.0,190.28537269996013,True,11,1225.66300179967,0.0,False,,c104,Solomon-100,100,1236,3
Genetic-Tailored,350.0,29.384351500077173,True,10,1129.1290561228918,5.41,False,,c107,Solomon-100,100,1236,2
Genetic-Score,340.0,80.73196080001071,True,10,1143.0584392242858,0.0,False,,c106,Solomon-100,100,1236,2
Greedy-Ratio,180.0,0.025616100057959557,True,7,1173.3323896396305,52.63,False,,c108,Solomon-100,100,1236,0
Greedy-Score,260.0,0.04006540006957948,True,8,1175.8771896185992,31.58,False,,c108,Solomon-100,100,1236,0
Greedy-Random,120.0,0.010450300062075257,True,7,1163.5211888618578,68.42,False,,c108,Solomon-100,100,1236,0
Greedy-Random,120.0,0.009927800041623414,True,6,1226.7223665147299,68.42,False,,c108,Solomon-100,100,1236,1
Greedy-Random,60.0,0.005697399959899485,True,4,1168.6711259942037,84.21,False,,c108,Solomon-100,100,1236,2
Greedy-Random,70.0,0.00829999998677522,True,6,1184.8086124802248,81.58,False,,c108,Solomon-100,100,1236,3
Greedy-Random,70.0,0.014139899984002113,True,7,1147.2132034355964,81.58,False,,c108,Solomon-100,100,1236,4
Genetic-Score,340.0,86.52795859996695,True,10,1143.0584392242858,0.0,False,,c106,Solomon-100,100,1236,0
Genetic-Tailored,350.0,33.61019659996964,True,10,1117.796054048587,5.41,False,,c107,Solomon-100,100,1236,4
Genetic-Score,340.0,85.97353389998898,True,10,1143.0584392242858,0.0,False,,c106,Solomon-100,100,1236,3
Genetic-Score,420.0,212.64611299999524,True,11,1225.66300179967,0.0,False,,c104,Solomon-100,100,1236,0
Genetic-Score,340.0,89.07233149989042,True,10,1143.0584392242858,0.0,False,,c106,Solomon-100,100,1236,1
SA-Boltzmann,260.0,0.22013759997207671,True,8,1175.8771896185992,31.58,False,,c108,Solomon-100,100,1236,0
SA-Boltzmann,260.0,0.23443280009087175,True,8,1175.8771896185992,31.58,False,,c108,Solomon-100,100,1236,1
SA-Boltzmann,260.0,0.20751910004764795,True,8,1175.8771896185992,31.58,False,,c108,Solomon-100,100,1236,2
SA-Boltzmann,260.0,0.22353049996308982,True,8,1175.8771896185992,31.58,False,,c108,Solomon-100,100,1236,3
SA-Boltzmann,260.0,0.2412999999942258,True,8,1175.8771896185992,31.58,False,,c108,Solomon-100,100,1236,4
SA-Cauchy,300.0,0.24123709998093545,True,10,1199.2910022700903,21.05,False,,c108,Solomon-100,100,1236,0
SA-Cauchy,290.0,0.24936289992183447,True,11,1226.932304891733,23.68,False,,c108,Solomon-100,100,1236,1
SA-Cauchy,290.0,0.2222063000081107,True,9,1128.0888728190273,23.68,False,,c108,Solomon-100,100,1236,2
SA-Cauchy,320.0,0.23216260003391653,True,10,1178.4196583484008,15.79,False,,c108,Solomon-100,100,1236,3
SA-Cauchy,280.0,0.24994170002173632,True,11,1223.5182121519,26.32,False,,c108,Solomon-100,100,1236,4
Tabu,330.0,2.8093225000193343,True,9,1097.3108773911354,13.16,False,,c108,Solomon-100,100,1236,0
Tabu-Random,340.0,2.9179404000751674,True,10,1097.2938071025214,10.53,False,,c108,Solomon-100,100,1236,0
Genetic-Score,340.0,94.3794782999903,True,10,1143.0584392242858,0.0,False,,c106,Solomon-100,100,1236,4
Tabu-Random,330.0,2.872333399951458,True,9,1069.2596879028688,13.16,False,,c108,Solomon-100,100,1236,1
Tabu-Random,310.0,2.6235431999666616,True,8,975.2357159310164,18.42,False,,c108,Solomon-100,100,1236,2
Tabu-Random,310.0,2.7105621000519022,True,9,1090.43157610377,18.42,False,,c108,Solomon-100,100,1236,3
Tabu-Random,330.0,2.652291600010358,True,9,1092.3952546389,13.16,False,,c108,Solomon-100,100,1236,4
GRASP,350.0,21.53174000000581,True,11,1223.3830534469162,7.89,False,,c108,Solomon-100,100,1236,0
GRASP,350.0,21.28917659993749,True,11,1223.3830534469162,7.89,False,,c108,Solomon-100,100,1236,1
GRASP,360.0,21.670262100058608,True,11,1227.4475777581897,5.26,False,,c108,Solomon-100,100,1236,2
GRASP,350.0,21.716701800003648,True,10,1200.4194592681813,7.89,False,,c108,Solomon-100,100,1236,4
GRASP,350.0,23.837381900055334,True,10,1229.3123747685872,7.89,False,,c108,Solomon-100,100,1236,3
Genetic-Tailored,350.0,17.350731499958783,True,10,1167.9422136650892,7.89,False,,c108,Solomon-100,100,1236,0
Genetic-Tailored,360.0,23.42959499999415,True,11,1219.1792812439226,5.26,False,,c108,Solomon-100,100,1236,1
Genetic-Tailored,350.0,19.566616100026295,True,10,1126.8133151789561,7.89,False,,c108,Solomon-100,100,1236,3
Genetic-Tailored,360.0,31.17340700002387,True,11,1225.5764692282628,5.26,False,,c108,Solomon-100,100,1236,2
Greedy-Ratio,190.0,0.02749280002899468,True,8,1190.2878754535097,52.5,False,,c109,Solomon-100,100,1236,0
Greedy-Score,320.0,0.034309999900870025,True,9,1122.0395130732077,20.0,False,,c109,Solomon-100,100,1236,0
Greedy-Random,40.0,0.00527579989284277,True,4,1187.5524621639315,90.0,False,,c109,Solomon-100,100,1236,0
Greedy-Random,110.0,0.009367699967697263,True,7,1169.3192066159688,72.5,False,,c109,Solomon-100,100,1236,1
Greedy-Random,70.0,0.010871400008909404,True,5,1222.1924965752005,82.5,False,,c109,Solomon-100,100,1236,2
Greedy-Random,80.0,0.007281999918632209,True,6,1211.8703575161303,80.0,False,,c109,Solomon-100,100,1236,3
Greedy-Random,100.0,0.009960899944417179,True,6,1181.7826818235449,75.0,False,,c109,Solomon-100,100,1236,4
Genetic-Score,370.0,83.82730719994288,True,11,1222.8137018123052,0.0,False,,c107,Solomon-100,100,1236,1
Genetic-Score,370.0,93.41363029996864,True,11,1222.8137018123052,0.0,False,,c107,Solomon-100,100,1236,0
Genetic-Tailored,370.0,45.7935580998892,True,11,1230.4849616972515,2.63,False,,c108,Solomon-100,100,1236,4
Genetic-Score,370.0,96.74053459998686,True,11,1222.8137018123052,0.0,False,,c107,Solomon-100,100,1236,2
GRASP,380.0,35.29290349991061,True,11,1217.7164515556524,5.0,False,,c109,Solomon-100,100,1236,0
SA-Boltzmann,320.0,0.18772559997159988,True,9,1122.0395130732077,20.0,False,,c109,Solomon-100,100,1236,0
SA-Boltzmann,320.0,0.2366618000669405,True,9,1122.0395130732077,20.0,False,,c109,Solomon-100,100,1236,1
SA-Boltzmann,320.0,0.22079099994152784,True,9,1122.0395130732077,20.0,False,,c109,Solomon-100,100,1236,2
SA-Boltzmann,320.0,0.22176550002768636,True,9,1122.0395130732077,20.0,False,,c109,Solomon-100,100,1236,3
SA-Boltzmann,320.0,0.20210580003913492,True,9,1122.0395130732077,20.0,False,,c109,Solomon-100,100,1236,4
SA-Cauchy,340.0,0.2178686000406742,True,10,1162.5709755269963,15.0,False,,c109,Solomon-100,100,1236,0
SA-Cauchy,320.0,0.2095578999724239,True,9,1122.0395130732077,20.0,False,,c109,Solomon-100,100,1236,1
SA-Cauchy,340.0,0.2235408000415191,True,10,1219.4523829317973,15.0,False,,c109,Solomon-100,100,1236,2
SA-Cauchy,340.0,0.21737349999602884,True,11,1221.8038346608694,15.0,False,,c109,Solomon-100,100,1236,3
SA-Cauchy,330.0,0.2396146000828594,True,10,1177.0039818192845,17.5,False,,c109,Solomon-100,100,1236,4
Genetic-Score,370.0,98.48315129999537,True,11,1222.8137018123052,0.0,False,,c107,Solomon-100,100,1236,4
Tabu,370.0,3.3259058999828994,True,10,1159.3398824935339,7.5,False,,c109,Solomon-100,100,1236,0
Tabu-Random,380.0,3.399103899952024,True,11,1235.2499362764443,5.0,False,,c109,Solomon-100,100,1236,0
Genetic-Score,370.0,105.13574549998157,True,11,1222.102185348981,0.0,False,,c107,Solomon-100,100,1236,3
Tabu-Random,380.0,3.274042700068094,True,11,1234.9114263436009,5.0,False,,c109,Solomon-100,100,1236,1
Tabu-Random,350.0,3.166280600009486,True,9,1064.7620591403077,12.5,False,,c109,Solomon-100,100,1236,2
GRASP,380.0,33.27698580001015,True,11,1217.7164515556524,5.0,False,,c109,Solomon-100,100,1236,1
Tabu-Random,380.0,3.496376600000076,True,11,1235.2499362764443,5.0,False,,c109,Solomon-100,100,1236,3
Tabu-Random,380.0,3.0880036000162363,True,11,1235.2499362764443,5.0,False,,c109,Solomon-100,100,1236,4
GRASP,380.0,37.11659789993428,True,11,1208.5171596234377,5.0,False,,c109,Solomon-100,100,1236,2
GRASP,380.0,35.46153770003002,True,11,1217.7164515556524,5.0,False,,c109,Solomon-100,100,1236,3
GRASP,380.0,34.14185379992705,True,11,1211.177203877599,5.0,False,,c109,Solomon-100,100,1236,4
Genetic-Tailored,380.0,24.63026180001907,True,11,1217.7164515556524,5.0,False,,c109,Solomon-100,100,1236,3
Genetic-Tailored,380.0,27.110763099975884,True,11,1218.8214218562541,5.0,False,,c109,Solomon-100,100,1236,1
Genetic-Score,370.0,98.31995110004209,True,11,1230.4849616972515,2.63,False,,c108,Solomon-100,100,1236,0
Genetic-Tailored,380.0,32.99721040006261,True,11,1200.2143482234305,5.0,False,,c109,Solomon-100,100,1236,0
Greedy-Ratio,97.0,0.024337799986824393,True,4,228.768495053557,51.01,False,,r101,Solomon-100,100,230,0
Greedy-Score,95.0,0.020197699894197285,True,3,228.768495053557,52.02,False,,r101,Solomon-100,100,230,0
Greedy-Random,35.0,0.00409960001707077,True,3,219.0416305603426,82.32,False,,r101,Solomon-100,100,230,0
Greedy-Random,69.0,0.006902899942360818,True,4,228.768495053557,65.15,False,,r101,Solomon-100,100,230,1
Greedy-Random,15.0,0.002975099952891469,True,2,215.54101966249684,92.42,False,,r101,Solomon-100,100,230,2
Greedy-Random,56.0,0.005917100002989173,True,4,226.3494490484395,71.72,False,,r101,Solomon-100,100,230,3
Greedy-Random,36.0,0.006288799922913313,True,3,223.56439432334852,81.82,False,,r101,Solomon-100,100,230,4
Genetic-Score,370.0,102.99641329993028,True,11,1230.8190930063556,2.63,False,,c108,Solomon-100,100,1236,1
GRASP,182.0,5.4055500000249594,True,7,227.9444212456232,8.08,False,,r101,Solomon-100,100,230,0
Genetic-Tailored,380.0,31.25856499990914,True,11,1222.271453521179,5.0,False,,c109,Solomon-100,100,1236,4
GRASP,182.0,4.893251299974509,True,7,227.9444212456232,8.08,False,,r101,Solomon-100,100,230,1
GRASP,182.0,6.645242300000973,True,7,227.9444212456232,8.08,False,,r101,Solomon-100,100,230,2
GRASP,182.0,5.123086399980821,True,7,227.9444212456232,8.08,False,,r101,Solomon-100,100,230,3
SA-Boltzmann,95.0,0.18602429993916303,True,3,228.768495053557,52.02,False,,r101,Solomon-100,100,230,0
SA-Boltzmann,95.0,0.16110599995590746,True,3,228.768495053557,52.02,False,,r101,Solomon-100,100,230,2
SA-Boltzmann,97.0,0.23948460002429783,True,6,219.0553851381374,51.01,False,,r101,Solomon-100,100,230,1
SA-Boltzmann,95.0,0.15619100001640618,True,3,228.768495053557,52.02,False,,r101,Solomon-100,100,230,3
SA-Cauchy,134.0,0.18379319994710386,True,6,202.8028775489157,32.32,False,,r101,Solomon-100,100,230,0
SA-Boltzmann,135.0,0.38075509993359447,True,7,222.27933879948012,31.82,False,,r101,Solomon-100,100,230,4
SA-Cauchy,95.0,0.18348679994232953,True,3,228.768495053557,52.02,False,,r101,Solomon-100,100,230,1
SA-Cauchy,169.0,0.2055317999329418,True,8,219.0553851381374,14.65,False,,r101,Solomon-100,100,230,2
SA-Cauchy,106.0,0.17372680001426488,True,4,228.768495053557,46.46,False,,r101,Solomon-100,100,230,3
SA-Cauchy,144.0,0.17798570008017123,True,6,228.768495053557,27.27,False,,r101,Solomon-100,100,230,4
Genetic-Tailored,380.0,44.24340240005404,True,11,1226.231407748585,5.0,False,,c109,Solomon-100,100,1236,2
GRASP,182.0,5.498255899990909,True,7,227.9444212456232,8.08,False,,r101,Solomon-100,100,230,4
Tabu,182.0,1.8530667999293655,True,8,218.2484567313166,8.08,False,,r101,Solomon-100,100,230,0
Tabu-Random,182.0,2.0632940999930725,True,8,218.2484567313166,8.08,False,,r101,Solomon-100,100,230,0
Tabu-Random,142.0,1.6545603999402374,True,6,219.0553851381374,28.28,False,,r101,Solomon-100,100,230,1
Tabu-Random,142.0,1.6292651999974623,True,6,219.0553851381374,28.28,False,,r101,Solomon-100,100,230,2
Tabu-Random,171.0,1.9020842000609264,True,7,218.2484567313166,13.64,False,,r101,Solomon-100,100,230,3
Tabu-Random,182.0,2.029957599937916,True,8,218.2484567313166,8.08,False,,r101,Solomon-100,100,230,4
Genetic-Score,370.0,105.08903309993912,True,11,1230.4849616972515,2.63,False,,c108,Solomon-100,100,1236,3
Genetic-Score,370.0,108.65571660001297,True,11,1230.4849616972515,2.63,False,,c108,Solomon-100,100,1236,4
Genetic-Tailored,198.0,10.461512799956836,True,9,226.5190987163184,0.0,False,,r101,Solomon-100,100,230,0
Genetic-Tailored,198.0,10.346599200041965,True,9,226.5190987163184,0.0,False,,r101,Solomon-100,100,230,1
Genetic-Tailored,198.0,12.992824999964796,True,9,226.5190987163184,0.0,False,,r101,Solomon-100,100,230,2
Genetic-Tailored,179.0,11.3408889999846,True,7,228.768495053557,9.6,False,,r101,Solomon-100,100,230,4
Genetic-Tailored,198.0,15.587431300082244,True,9,226.5190987163184,0.0,False,,r101,Solomon-100,100,230,3
Greedy-Ratio,186.0,0.022366899996995926,True,7,228.80449381476487,34.97,False,,r102,Solomon-100,100,230,0
Greedy-Score,168.0,0.01845339999999851,True,5,227.95141200295714,41.26,False,,r102,Solomon-100,100,230,0
Greedy-Random,43.0,0.004688100074417889,True,3,223.32455532033677,84.97,False,,r102,Solomon-100,100,230,0
Greedy-Random,132.0,0.008121000020764768,True,7,227.9691873015756,53.85,False,,r102,Solomon-100,100,230,1
Greedy-Random,23.0,0.0037811000365763903,True,2,226.21874469790424,91.96,False,,r102,Solomon-100,100,230,2
Greedy-Random,35.0,0.005595700000412762,True,3,223.18166529940513,87.76,False,,r102,Solomon-100,100,230,3
Greedy-Random,53.0,0.005742100067436695,True,4,228.73452836047534,81.47,False,,r102,Solomon-100,100,230,4
Genetic-Score,370.0,131.45855350000784,True,11,1219.1899940906098,2.63,False,,c108,Solomon-100,100,1236,2
GRASP,286.0,22.966259100008756,True,11,228.24917803279357,0.0,False,,r102,Solomon-100,100,230,0
GRASP,286.0,21.24895999999717,True,11,228.24917803279357,0.0,False,,r102,Solomon-100,100,230,1
Genetic-Score,380.0,101.89832819998264,True,11,1203.7550685396886,5.0,False,,c109,Solomon-100,100,1236,0
GRASP,286.0,25.920894299983047,True,11,228.24917803279357,0.0,False,,r102,Solomon-100,100,230,2
SA-Boltzmann,205.0,0.16867739998269826,True,9,229.23958897407525,28.32,False,,r102,Solomon-100,100,230,0
SA-Boltzmann,168.0,0.16223250003531575,True,5,227.95141200295714,41.26,False,,r102,Solomon-100,100,230,1
SA-Boltzmann,176.0,0.16466009989380836,True,6,227.95141200295714,38.46,False,,r102,Solomon-100,100,230,2
SA-Boltzmann,168.0,0.15992810006719083,True,5,227.95141200295714,41.26,False,,r102,Solomon-100,100,230,3
SA-Boltzmann,177.0,0.1437094999710098,True,8,229.25029038734698,38.11,False,,r102,Solomon-100,100,230,4
SA-Cauchy,191.0,0.14543110004160553,True,9,218.65424630076967,33.22,False,,r102,Solomon-100,100,230,0
GRASP,286.0,21.77554050006438,True,11,228.24917803279357,0.0,False,,r102,Solomon-100,100,230,3
SA-Cauchy,214.0,0.2095149999950081,True,8,225.44467740997268,25.17,False,,r102,Solomon-100,100,230,1
SA-Cauchy,206.0,0.16174789995420724,True,7,227.95141200295714,27.97,False,,r102,Solomon-100,100,230,2
SA-Cauchy,216.0,0.17325650004204363,True,8,217.5145101171616,24.48,False,,r102,Solomon-100,100,230,3
SA-Cauchy,171.0,0.20438799995463341,True,6,227.95141200295714,40.21,False,,r102,Solomon-100,100,230,4
Tabu,273.0,2.3883998000528663,True,12,228.61071483709406,4.55,False,,r102,Solomon-100,100,230,0
Tabu-Random,270.0,2.5935459000756964,True,12,228.26433752247374,5.59,False,,r102,Solomon-100,100,230,0
Tabu-Random,277.0,2.6467472000513226,True,11,228.5855983241098,3.15,False,,r102,Solomon-100,100,230,1
Tabu-Random,259.0,2.6643771999515593,True,11,222.99696863600005,9.44,False,,r102,Solomon-100,100,230,2
Tabu-Random,274.0,2.638533000019379,True,12,226.06865599745342,4.2,False,,r102,Solomon-100,100,230,3
Tabu-Random,267.0,2.614563600043766,True,11,227.66659685582485,6.64,False,,r102,Solomon-100,100,230,4
Genetic-Score,197.0,65.94985090009868,True,9,222.5538854717788,0.51,False,,r101,Solomon-100,100,230,1
Genetic-Score,197.0,66.33862709999084,True,9,222.5538854717788,0.51,False,,r101,Solomon-100,100,230,2
Genetic-Score,197.0,69.00403359998018,True,9,222.5538854717788,0.51,False,,r101,Solomon-100,100,230,0
Genetic-Score,197.0,63.46308669995051,True,9,222.5538854717788,0.51,False,,r101,Solomon-100,100,230,4
Genetic-Score,197.0,64.58451519999653,True,9,222.5538854717788,0.51,False,,r101,Solomon-100,100,230,3
GRASP,286.0,25.161683100042865,True,11,228.24917803279357,0.0,False,,r102,Solomon-100,100,230,4
Genetic-Tailored,268.0,13.587646700092591,True,10,228.5855983241098,6.29,False,,r102,Solomon-100,100,230,2
Genetic-Tailored,263.0,14.494537999969907,True,10,224.93930928269359,8.04,False,,r102,Solomon-100,100,230,3
Genetic-Tailored,265.0,17.229331400012597,True,10,228.80449381476487,7.34,False,,r102,Solomon-100,100,230,0
Greedy-Ratio,93.0,0.016109099960885942,True,5,223.32455532033677,70.29,False,,r103,Solomon-100,100,230,0
Greedy-Score,168.0,0.018385399947874248,True,5,227.95141200295714,46.33,False,,r103,Solomon-100,100,230,0
Greedy-Random,77.0,0.005175700061954558,True,4,226.32524892425255,75.4,False,,r103,Solomon-100,100,230,0
Greedy-Random,41.0,0.0045767000410705805,True,3,225.54101966249684,86.9,False,,r103,Solomon-100,100,230,1
Greedy-Random,79.0,0.004159200005233288,True,3,228.90039682872055,74.76,False,,r103,Solomon-100,100,230,2
Greedy-Random,111.0,0.009692899999208748,True,6,229.0856132046114,64.54,False,,r103,Solomon-100,100,230,3
Greedy-Random,38.0,0.0049842000007629395,True,4,219.99879696212128,87.86,False,,r103,Solomon-100,100,230,4
Genetic-Tailored,262.0,18.61098540003877,True,10,222.74027913668246,8.39,False,,r102,Solomon-100,100,230,1
Genetic-Score,380.0,126.1214539000066,True,11,1203.6844648243687,5.0,False,,c109,Solomon-100,100,1236,1
Genetic-Tailored,277.0,25.766373799997382,True,11,225.19041512690723,3.15,False,,r102,Solomon-100,100,230,4
GRASP,286.0,17.057893400080502,True,10,222.31016575254674,8.63,False,,r103,Solomon-100,100,230,0
GRASP,283.0,18.204136200016364,True,10,224.09453955422254,9.58,False,,r103,Solomon-100,100,230,1
SA-Boltzmann,168.0,0.16406790004111826,True,5,227.95141200295714,46.33,False,,r103,Solomon-100,100,230,0
SA-Boltzmann,168.0,0.15018919995054603,True,5,227.95141200295714,46.33,False,,r103,Solomon-100,100,230,1
SA-Boltzmann,197.0,0.16662369994446635,True,9,228.3890593480545,37.06,False,,r103,Solomon-100,100,230,2
SA-Boltzmann,179.0,0.18147499999031425,True,6,227.95141200295714,42.81,False,,r103,Solomon-100,100,230,3
SA-Boltzmann,187.0,0.15862999996170402,True,11,223.04563363998258,40.26,False,,r103,Solomon-100,100,230,4
SA-Cauchy,190.0,0.16435169999022037,True,8,228.94493427663807,39.3,False,,r103,Solomon-100,100,230,0
SA-Cauchy,201.0,0.17450259998440742,True,8,227.32632925464893,35.78,False,,r103,Solomon-100,100,230,1
SA-Cauchy,197.0,0.17764809995424002,True,8,226.6746295039965,37.06,False,,r103,Solomon-100,100,230,2
SA-Cauchy,178.0,0.14999900001566857,True,7,229.03677693106633,43.13,False,,r103,Solomon-100,100,230,3
SA-Cauchy,192.0,0.1856765999691561,True,7,227.9464345524172,38.66,False,,r103,Solomon-100,100,230,4
GRASP,286.0,15.192323899944313,True,10,228.4778417852627,8.63,False,,r103,Solomon-100,100,230,2
Tabu,291.0,2.760516499984078,True,11,228.25444478765962,7.03,False,,r103,Solomon-100,100,230,0
Genetic-Score,380.0,138.0230920999311,True,11,1200.2143482234305,5.0,False,,c109,Solomon-100,100,1236,2
Tabu-Random,266.0,2.6017908999929205,True,11,227.0034789781338,15.02,False,,r103,Solomon-100,100,230,0
Tabu-Random,291.0,2.59826829994563,True,12,228.5855983241098,7.03,False,,r103,Solomon-100,100,230,1
Tabu-Random,259.0,2.6986204999266192,True,10,227.56709751136054,17.25,False,,r103,Solomon-100,100,230,2
Tabu-Random,283.0,2.7841217000968754,True,12,226.36655793301946,9.58,False,,r103,Solomon-100,100,230,3
Tabu-Random,283.0,2.4206675000023097,True,11,228.5855983241098,9.58,False,,r103,Solomon-100,100,230,4
Genetic-Score,380.0,140.1385081000626,True,11,1179.6970410676838,5.0,False,,c109,Solomon-100,100,1236,4
GRASP,288.0,23.778994199936278,True,10,228.5855983241098,7.99,False,,r103,Solomon-100,100,230,3
GRASP,286.0,22.21204380004201,True,10,222.31016575254674,8.63,False,,r103,Solomon-100,100,230,4
Genetic-Tailored,287.0,18.636465499992482,True,11,229.8660687473185,8.31,False,,r103,Solomon-100,100,230,1
Genetic-Tailored,262.0,14.028828899958171,True,10,221.23205500863799,16.29,False,,r103,Solomon-100,100,230,4
Genetic-Score,380.0,163.14897249999922,True,11,1179.6970410676838,5.0,False,,c109,Solomon-100,100,1236,3
Genetic-Tailored,286.0,21.627827300108038,True,10,222.31016575254674,8.63,False,,r103,Solomon-100,100,230,3
Genetic-Tailored,286.0,22.68350589997135,True,10,222.31016575254674,8.63,False,,r103,Solomon-100,100,230,2
Greedy-Ratio,128.0,0.01805620000232011,True,7,219.0553851381374,61.21,False,,r104,Solomon-100,100,230,0
Greedy-Score,171.0,0.017480400041677058,True,5,224.59160167906649,48.18,False,,r104,Solomon-100,100,230,0
Greedy-Random,71.0,0.0042935999808833,True,3,220.7404686410291,78.48,False,,r104,Solomon-100,100,230,0
Greedy-Random,43.0,0.003935099928639829,True,3,225.21320343559643,86.97,False,,r104,Solomon-100,100,230,1
Greedy-Random,25.0,0.002935500000603497,True,2,229.0416305603426,92.42,False,,r104,Solomon-100,100,230,2
Greedy-Random,64.0,0.005717599997296929,True,4,226.88273078692578,80.61,False,,r104,Solomon-100,100,230,3
Greedy-Random,44.0,0.005097000044770539,True,4,221.94117012348124,86.67,False,,r104,Solomon-100,100,230,4
Genetic-Tailored,288.0,39.02991080004722,True,11,226.93990341680956,7.99,False,,r103,Solomon-100,100,230,0
GRASP,297.0,27.919937999919057,True,11,227.34910704586878,10.0,False,,r104,Solomon-100,100,230,0
Genetic-Score,281.0,94.54540910001379,True,10,228.79359105379694,1.75,False,,r102,Solomon-100,100,230,1
GRASP,297.0,30.716034499928355,True,11,227.34910704586878,10.0,False,,r104,Solomon-100,100,230,1
Genetic-Score,282.0,100.6126677999273,True,11,227.67435151764218,1.4,False,,r102,Solomon-100,100,230,3
SA-Boltzmann,171.0,0.16035669995471835,True,5,224.59160167906649,48.18,False,,r104,Solomon-100,100,230,0
SA-Boltzmann,171.0,0.1993825000245124,True,5,224.59160167906649,48.18,False,,r104,Solomon-100,100,230,1
SA-Boltzmann,185.0,0.17567670007701963,True,9,224.6779568434784,43.94,False,,r104,Solomon-100,100,230,2
SA-Boltzmann,215.0,0.18884149997029454,True,9,229.1186757427393,34.85,False,,r104,Solomon-100,100,230,3
SA-Boltzmann,171.0,0.16834019997622818,True,5,224.59160167906649,48.18,False,,r104,Solomon-100,100,230,4
SA-Cauchy,210.0,0.1608426000457257,True,7,229.23395924444338,36.36,False,,r104,Solomon-100,100,230,0
SA-Cauchy,198.0,0.24122269998770207,True,6,222.628270753903,40.0,False,,r104,Solomon-100,100,230,1
SA-Cauchy,192.0,0.14848740003071725,True,7,228.42525314150322,41.82,False,,r104,Solomon-100,100,230,2
SA-Cauchy,215.0,0.19184109999332577,True,8,229.28157636894903,34.85,False,,r104,Solomon-100,100,230,3
SA-Cauchy,206.0,0.1636260999366641,True,7,228.05749395410936,37.58,False,,r104,Solomon-100,100,230,4
Genetic-Score,281.0,113.7710378000047,True,11,228.5855983241098,1.75,False,,r102,Solomon-100,100,230,0
Genetic-Score,282.0,105.41510990005918,True,11,227.67435151764218,1.4,False,,r102,Solomon-100,100,230,2
Tabu,290.0,2.5233649000292644,True,11,228.19332116592733,12.12,False,,r104,Solomon-100,100,230,0
Tabu-Random,279.0,2.946756000048481,True,11,222.27316655630327,15.45,False,,r104,Solomon-100,100,230,0
Tabu-Random,282.0,2.4765516000334173,True,10,229.2609243592255,14.55,False,,r104,Solomon-100,100,230,1
GRASP,292.0,23.74771770008374,True,11,228.9666402567082,11.52,False,,r104,Solomon-100,100,230,3
Tabu-Random,241.0,2.576549799996428,True,12,228.14713927989303,26.97,False,,r104,Solomon-100,100,230,2
GRASP,289.0,25.07297789992299,True,10,222.7534280701584,12.42,False,,r104,Solomon-100,100,230,2
Tabu-Random,289.0,2.36478290008381,True,12,228.08709593420576,12.42,False,,r104,Solomon-100,100,230,3
Tabu-Random,282.0,2.7943397000199184,True,11,224.82613855917373,14.55,False,,r104,Solomon-100,100,230,4
Genetic-Score,282.0,113.90165070001967,True,11,227.67435151764218,1.4,False,,r102,Solomon-100,100,230,4
GRASP,292.0,27.026484200032428,True,11,228.9666402567082,11.52,False,,r104,Solomon-100,100,230,4
Genetic-Tailored,281.0,27.958940500044264,True,10,221.561992277408,14.85,False,,r104,Solomon-100,100,230,3
Genetic-Tailored,298.0,32.94645799999125,True,11,227.7593049569028,9.7,False,,r104,Solomon-100,100,230,2
Genetic-Tailored,298.0,34.39879739994649,True,11,227.94359123157233,9.7,False,,r104,Solomon-100,100,230,4
Genetic-Tailored,298.0,51.75450329994783,True,11,227.94359123157233,9.7,False,,r104,Solomon-100,100,230,1
Greedy-Ratio,88.0,0.017302799969911575,True,5,214.40591953609157,65.76,False,,r105,Solomon-100,100,230,0
Greedy-Score,99.0,0.01860010006930679,True,3,223.69138203797237,61.48,False,,r105,Solomon-100,100,230,0
Greedy-Random,32.0,0.005452299956232309,True,3,223.31706448606184,87.55,False,,r105,Solomon-100,100,230,0
